,index,job_title,company,city,description,technologies,position_level,contract,model_work,exp_date,url
223,223,Inżynier w kulturze DevOps,Comarch SA,"Kraków, Czyżyny","Twój zakres obowiązków, Aktywny udział w rozwiązywaniu problemów systemowych, Odpowiedzialność za budowanie oraz utrzymywanie środowisk wewnętrznych dla zespołów developerskich, testowych i produkcyjnych, Konfiguracja, administracja i...","{Docker,Kubernetes,AWS,""Microsoft Azure"",Ansible,Terraform,Bash,Python,Perl,Jenkins,""GitLab CI"",ArgoCD,Prometheus,Grafana,ELK,Zabbix}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-02,"https://www.pracuj.pl/praca/inzynier-w-kulturze-devops-krakow-aleja-jana-pawla-ii-39a,oferta,1004137382"
224,224,IT Systems Administrator (VMware),Beyond.pl Sp. z o.o.,"Poznań, Nowe Miasto","Twój zakres obowiązków, Zapewnienie rozwoju i utrzymanie chmur opartych o technologię VMware, Zapewnienie rozwoju i utrzymanie systemu backupowego opartego o technologię Veeam, Zapewnienie rozwoju i utrzymanie heterogenicznych środowisk Storage,...","{Perl,Bash,Python,PowerShell}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-06-27,"https://www.pracuj.pl/praca/it-systems-administrator-vmware-poznan-adama-kreglewskiego-11,oferta,1004095113"
225,225,"Software Engineer II - Full Stack, Android",Google,Kraków,"Your responsibilities, Write product or system development code., Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies., Review code developed by other developers and provide feedback to...","{Java,Python,Go,C++,TypeScript,JavaScript,HTML,CSS}","{""Specjalista (Mid / Regular)"",""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-ii-full-stack-android-krakow,oferta,1004141214"
226,226,Inżynier Systemów Linux (Scripting / DevOps),INTRATEL Sp. z o.o.,"Białystok, Białostoczek","Twój zakres obowiązków, Utrzymanie i rozwój infrastruktury serwerowej opartej o Linux, Tworzenie i utrzymywanie pipeline’ów CI/CD w GitLab, Automatyzacja zadań administracyjnych z użyciem Ansible, Zarządzanie kontenerami Docker i klastrami...","{GitLab,Ansible,Docker,Kubernetes,Sentry,Grafana,Elasticsearch,Nginx,HAProxy,Bash,Python}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca stacjonarna"",""Praca zdalna"",""Praca hybrydowa""}",2025-07-12,"https://www.pracuj.pl/praca/inzynier-systemow-linux-scripting-devops-bialystok-aleja-1000-lecia-panstwa-polskiego-39a,oferta,1004163199"
227,227,"Senior Software Engineer - Full Stack, Ads Planning",Google,"Warszawa, Śródmieście","Your responsibilities, Participate or lead design reviews with peers and stakeholders to decide amongst available technologies., Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines,...","{Java,Python,Golang,C++,HTML,JavaScript,TypeScript,CSS}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/senior-software-engineer-full-stack-ads-planning-warszawa-emilii-plater-53,oferta,1004141182"
228,228,Programista Konstruktor,RADMOR S.A.,Gdynia,"Twój zakres obowiązków, Jako Programista - Konstruktor będziesz wsparciem zespołu programistów w rozwoju oprogramowania wbudowanego i aplikacji pod systemem Windows/Linux, a także będziesz wspomagał automatyzację testów oraz tworzenia...","{Python,Bash,PowerShell}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca stacjonarna""}",2025-06-22,"https://www.pracuj.pl/praca/programista-konstruktor-gdynia-hutnicza-3,oferta,1004119238"
229,229,Software Engineer II - Chrome Browser Enterprise,Google,"Warszawa, Śródmieście","Your responsibilities, Write product or system development code., Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies., Review code developed by other developers and provide feedback to...","{C++,C,Python,Java,JavaScript}","{""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-ii-chrome-browser-enterprise-warszawa-emilii-plater-53,oferta,1004141133"
230,230,Programista Embedded - Inżynier Elektronik,ENIGMA Systemy Ochrony Informacji Sp. z o.o.,"Warszawa, Włochy","Twój zakres obowiązków, uruchamianie i weryfikacja funkcjonalna nowych prototypów płytek PCB zaprojektowanych przez firmę Enigma, pisanie firmware’u testowego na mikroprocesory/mikrokontrolery weryfikującego poprawność działania pakietów/modułów...","{""embedded C"",Python,""ARM + GCC"",FreeRTOS+POSIX,GIT+Gitlab,""Vendor SDK (Maxim; Texas Instruments; STM i inne)""}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca stacjonarna""}",2025-07-17,"https://www.pracuj.pl/praca/programista-embedded-inzynier-elektronik-warszawa-dzialkowa-115,oferta,1004172386"
231,231,Data Scientist,Wakacje.pl,"Warszawa, Włochy","Twój zakres obowiązków, Tworzenie efektywnych rozwiązań analitycznych służących realizacji celów firmy,, Opracowywanie i utrzymanie produktów analitycznych, w tym: modeli uczenia maszynowego, algorytmów statystyczno-/matematycznych oraz algorytmów...","{Python,SQL,""Flask API"",Docker,Airflow}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/data-scientist-warszawa-zwirki-i-wigury-16,oferta,1004172382"
232,232,Technical Solutions Engineer - AI/ML,Google,"Warszawa, Śródmieście","Your responsibilities, Work with customers on their production deployments to resolve issues and achieve product readiness, availability, and scale., Develop an understanding of Google Cloud's product technology and underlying architectures by...","{Java,Python,PHP,Go,Ruby,C#,C,JavaScript,Kubernetes,Oracle,SAP}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/technical-solutions-engineer-ai-ml-warszawa-emilii-plater-53,oferta,1004141114"
233,233,"Software Engineer - Early Careers, PhD, Cloud AI",Google,"Warszawa, Śródmieście","Your responsibilities, Work on implementation and designs of Search features (e.g., support for structured search, standalone grounding API, reranking of search results based on user's interactions with previous results, filtering out search...","{Python,C,C++,Java,JavaScript}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-early-careers-phd-cloud-ai-warszawa-emilii-plater-53,oferta,1004141095"
234,234,"Software Engineer - Early Career, 2025 Start",Google,"Warszawa, Śródmieście","Your responsibilities, Research, conceive, and develop software applications to extend and improve on Google's product offering., Contribute to a wide variety of projects utilizing natural language processing, artificial intelligence, data...","{C,C++,Java,JavaScript,Python}","{""Młodszy specjalista (Junior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-early-career-2025-start-warszawa-emilii-plater-53,oferta,1004141041"
235,235,"Software Engineer - Borglet, PhD, Early Career",Google,"Warszawa, Śródmieście","Your responsibilities, Code in C++ (learn if you don't have experience)., Understand guest (virtualized) and host (hypervisor) environments and come up with secure solutions that connect both., Work with peers to identify, design, create, and...","{C++,C,Python,Java,JavaScript}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/software-engineer-borglet-phd-early-career-warszawa-emilii-plater-53,oferta,1004141004"
236,236,Python Developer,ADVOX Sp. z o.o.,"Poznań, Nowe Miasto","Twój zakres obowiązków, Od 2012 roku rozwijamy w firmie sklep internetowy oparty o platformę Magento. System rozrósł się tak bardzo, że pełni aktualnie funkcję ERP/CRM/WMS oraz sklepu. Naszym celem jest rozgrupowanie systemu na mikroserwisy żeby...","{Python,Django,PostgreSQL,RabbitMQ,""Unit Testing"",API,Docker,Elasticsearch}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca zdalna""}",2025-07-02,"https://www.pracuj.pl/praca/python-developer-poznan-blacharska-11,oferta,1004136971"
237,237,Data Engineer,Ailleron,Kraków,"Twój zakres obowiązków, Rozwój i optymalizacja przepływów danych: Projektowanie, budowanie i utrzymywanie wydajnych, skalowalnych i niezawodnych potoków danych ETL/ELT w celu pozyskiwania, przetwarzania i przekształcania dużych ilości...","{Python,SQL,""Snowflake Data Cloud""}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę"",""Kontrakt B2B""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-06-20,"https://www.pracuj.pl/praca/data-engineer-krakow,oferta,1004113440"
238,238,System (Linux) Administrator,SQUARE ONE RESOURCES sp. z o.o.,Lublin,"Twój zakres obowiązków, Zarządzanie systemami Linux: Administracja i konserwacja serwerów opartych na systemie Linux, z preferencją dla dystrybucji Debian., Automatyzacja procesów: Tworzenie skryptów i automatyzowanie zadań administracyjnych w...","{Python,Bash,Perl,Linux,Debian,Prometheus,Grafana,Kubernetes,Puppet,Ansible,MariaDB,Redis}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-13,"https://www.pracuj.pl/praca/system-linux-administrator-lublin,oferta,1004165685"
239,239,Specjalista ds. Monitoringu i Automatyzacji IT,Rossmann SDP,"Łódź, Bałuty","Twój zakres obowiązków, utrzymanie i konfiguracja systemów monitorujących systemy IT oraz platformy do automatyzacji procesów,, tworzenie i aktualizacja dokumentacji technicznej,, przekazywanie wiedzy z obszaru monitoringu i platform automatyzacji...","{Zabbix,DataDog,Grafana,Monit24,""Windows Server"",PowerShell,Python}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/specjalista-ds-monitoringu-i-automatyzacji-it-lodz-wersalska-75-77,oferta,1004172166"
240,240,System (Linux) Administrator,SQUARE ONE RESOURCES sp. z o.o.,Warszawa,"Twój zakres obowiązków, Zarządzanie systemami Linux: Administracja i konserwacja serwerów opartych na systemie Linux, z preferencją dla dystrybucji Debian., Automatyzacja procesów: Tworzenie skryptów i automatyzowanie zadań administracyjnych w...","{Python,Bash,Perl,Linux,Debian,Prometheus,Grafana,Kubernetes,Puppet,Ansible,MariaDB,Redis}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-13,"https://www.pracuj.pl/praca/system-linux-administrator-warszawa,oferta,1004165674"
241,241,Programista Power BI,Team Connect Sp. z o.o.,Gdańsk,"Twój zakres obowiązków, Obecnie poszukujemy Programistów Power BI do projektu realizowanego w instytucji publicznej odpowiedzialnej za rozwój i zarządzanie cyfrowymi usługami w systemie ochrony zdrowia w Polsce. Jednostka ta pełni kluczową rolę w...","{""Microsoft Power BI"",DAX,SQL,Python,ETL}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B""}","{""Praca zdalna""}",2025-06-22,"https://www.pracuj.pl/praca/programista-power-bi-gdansk,oferta,1004118951"
242,242,Inżynier ds. Data Center,Rossmann SDP,"Łódź, Bałuty","Twój zakres obowiązków, utrzymanie, konfiguracja i rozwój infrastruktury sieciowej Data Center opartej na technologii Cisco ACI,, diagnozowanie i rozwiązywanie problemów sieciowych w środowisku fizycznym i wirtualnym (troubleshooting L2/L3 oraz...","{""Cisco ACI"",Cisco,Nexus,Catalyst,ACI,VMware,vCenter,Ansible,Python,Terraform,""REST API"",""Cisco Nexus Dashboard"",AWS,GCP}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B"",""Umowa na zastępstwo""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/inzynier-ds-data-center-lodz-wersalska-75-77,oferta,1004172140"
243,243,System (Linux) Administrator,SQUARE ONE RESOURCES sp. z o.o.,Poznań,"Twój zakres obowiązków, Zarządzanie systemami Linux: Administracja i konserwacja serwerów opartych na systemie Linux, z preferencją dla dystrybucji Debian., Automatyzacja procesów: Tworzenie skryptów i automatyzowanie zadań administracyjnych w...","{Python,Bash,Perl,Linux,Debian,Prometheus,Grafana,Kubernetes,Puppet,Ansible,MariaDB,Redis}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Kontrakt B2B""}","{""Praca hybrydowa""}",2025-07-13,"https://www.pracuj.pl/praca/system-linux-administrator-poznan,oferta,1004165665"
244,244,Release Engineer,Visiona Sp. z o.o.,"Kraków, Czyżyny","Twój zakres obowiązków, udział w planowaniu budowania i wdrażanie zmian w systemach własnych i klientów, koordynacja wdrożeń, harmonogramowanie, deployment, współpraca z zespołami DEV, QA, ADMIN w celu poprawnej realizacji wdrożenia, zarządzenie...","{Linux,unix,Python,""RDBMS Oracle"",SQL,Ansible}","{""Specjalista (Mid / Regular)"",""Młodszy specjalista (Junior)""}","{""Umowa o pracę"",""Umowa zlecenie"",""Kontrakt B2B""}","{""Praca stacjonarna"",""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/release-engineer-krakow-profesora-michala-zyczkowskiego-14,oferta,1004172127"
245,245,Architekt IT (Hurtownia Danych),BCF Software Sp. z o.o.,Warszawa,"Twój zakres obowiązków, Projektowanie i dokumentowanie architektury rozwiązań IT dla złożonych systemów, Udział w analizach wydajności i niezawodności oraz ocenie bezpieczeństwa rozwiązań, Szacowanie złożoności i pracochłonności zadań...","{PostgreSQL,""Oracle DB"",SQL,Python,Jira,""Enterprise Architect"",""MS Project""}","{""Specjalista (Mid / Regular)""}","{""Kontrakt B2B""}","{""Praca zdalna"",""Praca hybrydowa""}",2025-07-06,"https://www.pracuj.pl/praca/architekt-it-hurtownia-danych-warszawa,oferta,1004150200"
246,246,DevOps Engineer for SmartThings Pro,Samsung R&D Institute Poland,"Warszawa, Wola","Your responsibilities, Participate in designing and building of Cloud based IoT solution, Configuration, development and integration of CI/CD processes, Building Cloud Infrastructure, Monitoring and support production environments, Supporting...","{Azure,Linux,Terraform,Kubernetes,PostgreSQL,Python,Node.js,Java,Go}","{""Specjalista (Mid / Regular)"",""Starszy specjalista (Senior)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-03,"https://www.pracuj.pl/praca/devops-engineer-for-smartthings-pro-warszawa-plac-europejski-1,oferta,1004107479"
247,247,Devops / Software engineer,OVH Sp. z o.o.,Wrocław,"Your responsibilities, Develop functionalities that make a difference: you will create new functionalities to improve existing tools and make them more efficient., Solve complex problems: you will propose solutions to solve complex problems and...","{zimbra,Python,Perl,Git,Puppet,Ansible}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-06-22,"https://www.pracuj.pl/praca/devops-software-engineer-wroclaw,oferta,1004118814"
248,248,Trener programowania - kółko informatyczne,Atinea Sp. z o.o.,Gdańsk,"Twój zakres obowiązków, Prowadzenie zajęć z programowania według określonego przez nas scenariusza, podręcznika, kart pracy, przykładów i zadań dostępnych na stworzonej przez nas platformie, opracowywanie nowych zadań;, Dodatkowo uczestnicy OI...","{C,C++,Python}","{Asystent,""Młodszy specjalista (Junior)""}","{""Umowa zlecenie""}","{""Praca stacjonarna"",""Praca zdalna""}",2025-06-20,"https://www.pracuj.pl/praca/trener-programowania-kolko-informatyczne-gdansk,oferta,1004113229"
249,249,Fullstack Developer (maternity cover),HSBC Service Delivery (Polska) Sp. z o.o.,"Kraków, Dębniki","Your responsibilities, Implement scalable backend services and APIs using Python., Develop and maintain UI components using Dash, Next.js and Django., Contribute to the implementation, testing of a reusable quantitative library., Closely...","{Python,Next.js,Django}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/fullstack-developer-maternity-cover-krakow-kapelanka-42a,oferta,1004171969"
250,250,Machine Learning Engineer (12 months fixed term contract),IG Group,"Kraków, Dębniki","Your responsibilities, Designing, implementation and support of ML/AI/Data solutions as well as internal tools and systems., , Support and Maintenance of the existing solutions., , Supporting the researchers in their daily work and projects....","{Python,SQL,Docker,Kubeflow,Airflow,Prefect,LangChain,PyTorch,Tenforflow}","{""Specjalista (Mid / Regular)""}","{""Umowa o pracę""}","{""Praca hybrydowa""}",2025-07-17,"https://www.pracuj.pl/praca/machine-learning-engineer-12-months-fixed-term-contract-krakow-kapelanka-42,oferta,1004172890"
